PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
6;15;1;19;06015001_19_M;2014;8;;N;;N;;N;0.00054;V;;N;;N;;N;;N;0.00049;V;;N;;N;;N;;N;;N;0.00081;V;;N;;N;;N;;N;0.00093;V;;N;;N;;N;;N;0.00103;V;;N;;N;;N;;N;;N;0.00117;V
6;15;1;19;06015001_19_M;2014;9;;N;;N;;N;;N;0.00086;V;;N;;N;;N;;N;0.00103;V;;N;;N;;N;;N;;N;0.0002;V;;N;;N;;N;;N;0.00153;V;;N;;N;;N;;N;0.00145;V;;N;;N;;N;;N;0.0;N
6;15;1;19;06015001_19_M;2014;10;;N;0.00231;V;;N;;N;;N;;N;0.00238;V;;N;;N;;N;;N;;N;;N;0.00058;V;;N;;N;;N;;N;0.0036;V;;N;;N;;N;;N;;N;0.00227;V;;N;;N;;N;;N;0.00328;V;;N
6;15;1;19;06015001_19_M;2014;11;;N;;N;;N;;N;0.00118;V;;N;;N;;N;;N;0.0002;V;;N;;N;;N;;N;;N;0.00139;V;;N;;N;;N;;N;0.0066;V;;N;;N;;N;;N;;N;0.0009;V;;N;;N;;N;0.0;N
6;15;1;19;06015001_19_M;2014;12;;N;0.00177;V;;N;;N;;N;;N;;N;0.01065;V;;N;;N;;N;;N;0.00115;V;;N;;N;;N;;N;;N;0.00062;V;;N;;N;;N;;N;0.00221;V;;N;;N;;N;;N;;N;0.00097;V;;N
6;15;1;19;06015001_19_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.00035;V;;N;;N;;N;;N;;N;;N
6;15;1;19;06015001_19_M;2014;2;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.00112;V;;N;;N;;N;;N;;N;0.00035;V;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
6;15;1;19;06015001_19_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0045;V;;N;;N;;N;;N;;N;0.0025;V;;N;;N;;N;;N;0.00035;V;;N;;N;;N;;N;0.00035;V;;N;;N;;N
6;15;1;19;06015001_19_M;2014;4;;N;;N;;N;0.00035;V;;N;;N;;N;;N;0.00306;V;;N;;N;;N;;N;0.00272;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.00072;V;;N;;N;;N;;N;0.00133;V;;N;0.0;N
6;15;1;19;06015001_19_M;2014;5;;N;;N;;N;0.00035;V;;N;;N;;N;;N;;N;0.00035;V;;N;;N;;N;;N;0.00282;V;;N;;N;;N;;N;0.00035;V;;N;;N;;N;;N;;N;;N;0.00035;V;;N;;N;;N;;N
6;15;1;19;06015001_19_M;2014;6;;N;;N;;N;;N;;N;0.0002;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.00276;V;;N;;N;;N;;N;0.00085;V;;N;;N;;N;;N;;N;0.0002;V;;N;;N;0.0;N
33;36;999;19;33036999_19_M;2014;11;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.00067;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.00081;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.00269;V;0.0;N;0.0;N;0.00948;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.00131;V;0.0;N
48;902;9;19;48902009_19_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;19;48902009_19_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;19;48902009_19_M;2014;6;;N;;N;;N;0.0207;V;0.0428;V;;N;0.0512;V;0.0227;V;0.01;V;;N;0.0899;V;0.0881;V;;N;;N;0.01;V;0.01;V;0.01;V;;N;0.1195;V;0.0761;V;0.0321;V;0.0211;V;;N;0.01;V;0.01;V;0.0242;V;;N;;N;;N;;N;;N
48;902;9;19;48902009_19_M;2014;7;;N;0.1081;V;0.01;V;0.01;V;;N;0.01;V;0.0232;V;0.0534;V;;N;0.01;V;0.01;V;0.01;V;;N;0.01;V;;N;0.089;V;;N;0.0525;V;0.0862;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;19;48902009_19_M;2014;8;;N;;N;;N;;N;;N;;N;0.0347;V;0.01;V;0.01;V;;N;0.01;V;0.01;V;0.01;V;;N;0.01;V;0.01;V;0.0256;V;;N;0.01;V;;N;0.0237;V;;N;0.01;V;0.0222;V;0.0755;V;;N;0.1544;V;0.0595;V;0.0687;V;0.01;V;;N
48;902;9;19;48902009_19_M;2014;9;0.0946;V;0.1432;V;;N;;N;0.0416;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0398;V;;N;;N;;N;;N;;N;;N;;N
48;902;9;19;48902009_19_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;19;48902009_19_M;2014;11;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
20;69;5;19;20069005_19_M;2014;11;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N
20;69;5;19;20069005_19_M;2014;12;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N;;N;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
48;902;9;19;48902009_19_M;2014;1;;N;0.03;V;0.04;V;0.01;V;;N;0.01;V;0.01;V;0.05;V;;N;0.14;V;0.08;V;0.01;V;;N;;N;0.03;V;0.01;V;;N;0.03;V;0.06;V;0.03;V;;N;0.01;V;0.05;V;0.01;V;;N;0.01;V;0.03;V;0.02;V;;N;;N;0.21;V
48;902;9;19;48902009_19_M;2014;2;0.02;V;;N;0.02;V;;N;0.02;V;;N;0.01;V;0.01;V;0.01;V;;N;0.01;V;0.03;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.03;V;0.09;V;0.01;V;;N;0.06;V;0.08;V;;N;;N;;N
48;902;9;19;48902009_19_M;2014;3;;N;;N;;N;;N;0.1;V;;N;0.12;V;0.03;V;0.15;V;;N;0.08;V;0.09;V;0.15;V;;N;0.05;V;0.05;V;0.01;V;;N;;N;;N;0.13;V;;N;0.35;V;0.1;V;0.06;V;;N;0.02;V;0.08;V;0.01;V;;N;0.03;V
48;902;9;19;48902009_19_M;2014;4;0.0468;V;0.0392;V;;N;;N;0.0391;V;0.0663;V;;N;0.0212;V;0.053;V;;N;;N;0.01;V;0.0296;V;0.0573;V;;N;0.0602;V;0.0557;V;0.0325;V;;N;0.02;V;0.02;V;0.0442;V;;N;0.1441;V;;N;;N;;N;;N;;N;;N;;N
20;69;5;19;20069005_19_M;2014;4;;N;;N;;N;;N;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N
20;69;5;19;20069005_19_M;2014;5;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
20;69;5;19;20069005_19_M;2014;6;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0263;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N
20;69;5;19;20069005_19_M;2014;7;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
20;69;5;19;20069005_19_M;2014;8;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0297;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
20;69;5;19;20069005_19_M;2014;9;0.01;V;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N;;N;;N;;N
20;69;5;19;20069005_19_M;2014;10;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0218;V;0.01;V;0.01;V;0.0288;V;0.0298;V;0.0324;V;0.0207;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
1;59;9;19;01059009_19_M;2014;9;0.01;V;0.01;V;0.0367;V;0.0591;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0464;V;0.0539;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0325;V;;N
1;59;9;19;01059009_19_M;2014;10;0.0286;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0265;V;0.026;V;0.01;V;0.0308;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
1;59;9;19;01059009_19_M;2014;11;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0418;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0277;V;0.01;V;0.01;V;0.01;V;0.01;V;;N
1;59;9;19;01059009_19_M;2014;12;0.0225;V;0.0273;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0233;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
20;69;5;19;20069005_19_M;2014;1;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
20;69;5;19;20069005_19_M;2014;2;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N
20;69;5;19;20069005_19_M;2014;3;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
1;59;9;19;01059009_19_M;2014;2;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0686;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N
1;59;9;19;01059009_19_M;2014;3;0.01;V;0.01;V;0.01;V;0.01;V;;N;0.01;V;0.01;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
1;59;9;19;01059009_19_M;2014;4;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0325;V;0.01;V;0.0232;V;0.0222;V;0.01;V;0.01;V;0.038;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N
1;59;9;19;01059009_19_M;2014;5;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0374;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N;0.0426;V;0.01;V;0.0461;V;0.01;V;0.01;V
1;59;9;19;01059009_19_M;2014;7;0.01;V;0.035;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
1;59;9;19;01059009_19_M;2014;8;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
48;20;6;19;48020006_19_M;2014;8;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0217;V;0.0204;V;0.01;V;0.01;V;0.01;V;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0256;V;0.01;V;0.01;V;0.01;V;0.01;V;;N
48;20;6;19;48020006_19_M;2014;9;;N;0.01;V;0.0236;V;0.0271;V;0.0303;V;0.0344;V;0.032;V;0.0236;V;0.0212;V;0.0348;V;0.0801;V;0.0314;V;0.0291;V;0.0334;V;0.0275;V;0.0269;V;0.01;V;0.1553;V;0.0307;V;0.01;V;0.0292;V;0.01;V;0.01;V;0.0274;V;0.0241;V;0.0324;V;0.0536;V;0.01;V;0.01;V;0.0286;V;;N
48;20;6;19;48020006_19_M;2014;10;0.01;V;0.0336;V;0.0384;V;0.0324;V;0.01;V;0.041;V;0.0759;V;0.01;V;0.0231;V;0.0356;V;0.0362;V;0.01;V;0.0423;V;0.0275;V;0.01;V;0.0415;V;0.0226;V;0.01;V;0.1193;V;0.097;V;0.0468;V;0.01;V;0.0592;V;0.0855;V;0.0909;V;0.11;V;0.0714;V;0.01;V;0.0276;V;0.0297;V;0.0204;V
48;20;6;19;48020006_19_M;2014;11;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.024;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N;0.01;V;0.01;V;0.0406;V;0.01;V;0.0204;V;0.01;V;0.01;V;0.01;V;0.0382;V;0.01;V;;N
48;20;6;19;48020006_19_M;2014;12;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0314;V;0.0429;V;0.01;V;0.0278;V;0.01;V;0.01;V;0.01;V;0.027;V;;N;;N;;N;;N;;N;0.01;V;;N;;N;;N;;N;;N;;N;0.01;V;0.01;V;;N;;N;;N
1;59;9;19;01059009_19_M;2014;1;;N;;N;;N;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V
48;20;6;19;48020006_19_M;2014;1;;N;;N;0.01;V;0.01;V;;N;;N;;N;0.01;V;;N;0.0509;V;;N;;N;;N;0.01;V;0.0246;V;;N;0.01;V;0.01;V;0.0369;V;0.01;V;0.0226;V;0.01;V;;N;0.01;V;0.033;V;0.01;V;0.01;V;0.0212;V;;N;0.01;V;0.01;V
48;20;6;19;48020006_19_M;2014;2;;N;;N;;N;0.01;V;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;0.0214;V;0.0636;V;;N;0.0886;V;0.0534;V;0.0279;V;0.01;V;;N;;N;;N;;N;;N;;N;0.0645;V;;N;;N;;N
48;20;6;19;48020006_19_M;2014;3;0.01;V;0.01;V;;N;0.01;V;0.0212;V;0.0458;V;0.0648;V;0.0426;V;;N;;N;;N;;N;;N;0.0807;V;0.0665;V;0.0522;V;0.0812;V;0.01;V;0.01;V;0.0372;V;0.058;V;;N;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N
48;20;6;19;48020006_19_M;2014;4;;N;0.01;V;0.01;V;0.0262;V;0.035;V;0.0399;V;0.0241;V;0.01;V;0.0803;V;0.0466;V;0.01;V;0.01;V;0.0466;V;0.0338;V;0.0952;V;0.0622;V;0.0638;V;0.0707;V;0.0318;V;0.01;V;0.0363;V;0.01;V;0.01;V;0.01;V;;N;;N;;N;;N;;N;;N;;N
48;20;6;19;48020006_19_M;2014;5;;N;;N;0.01;V;;N;;N;0.0624;V;;N;0.0389;V;;N;;N;;N;;N;0.01;V;0.027;V;0.0247;V;0.0453;V;0.0488;V;0.0336;V;0.0251;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0325;V;0.0482;V;0.0371;V;0.01;V;0.01;V
48;20;6;19;48020006_19_M;2014;6;0.01;V;0.01;V;0.0343;V;0.01;V;0.059;V;0.0486;V;0.0344;V;0.034;V;0.0543;V;0.01;V;0.0248;V;0.0255;V;0.0491;V;0.0214;V;0.01;V;0.01;V;0.0291;V;0.0978;V;0.0215;V;0.0303;V;0.036;V;0.0385;V;0.0404;V;;N;;N;;N;0.025;V;;N;;N;;N;;N
48;20;6;19;48020006_19_M;2014;7;0.0217;V;;N;;N;0.01;V;;N;;N;;N;;N;;N;0.01;V;0.01;V;0.01;V;0.0407;V;0.01;V;0.0346;V;0.0203;V;0.01;V;0.0284;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0228;V;0.0204;V;0.01;V;0.01;V;0.01;V
1;59;9;19;01059009_19_M;2014;6;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.0229;V;0.01;V;0.01;V;0.01;V;0.0203;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;0.01;V;;N;;N;;N;0.01;V;0.01;V;0.01;V;0.01;V;;N
33;36;999;19;33036999_19_M;2014;12;0.0;N;0.0;N;0.0;N;0.0;N;0.0009;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.00146;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.00377;V;0.0;N;0.0;N;0.0;N;0.00317;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.00037;V;0.0;N;0.0;N;0.0;N
14;68;1;19;14068001_19_M;2014;8;;N;;N;;N;;N;;N;0.0031;V;;N;;N;;N;;N;;N;0.0028;V;;N;;N;;N;;N;;N;0.0044;V;;N;;N;;N;;N;;N;0.0036;V;;N;;N;;N;;N;;N;0.0041;V;;N
14;68;1;19;14068001_19_M;2014;9;;N;;N;;N;;N;0.0018;V;;N;;N;;N;;N;;N;0.0014;V;;N;;N;;N;;N;;N;0.00069;V;;N;;N;;N;;N;;N;0.0017;V;;N;;N;;N;;N;;N;0.0018;V;;N;;N
14;68;1;19;14068001_19_M;2014;10;;N;;N;;N;;N;0.0039;V;;N;;N;;N;;N;;N;0.0015;V;;N;;N;;N;;N;;N;0.0053;V;;N;;N;;N;;N;;N;0.0027;V;;N;;N;;N;;N;;N;0.0063;V;;N;;N
14;68;1;19;14068001_19_M;2014;11;;N;;N;;N;0.0018;V;;N;;N;;N;;N;;N;0.0023;V;;N;;N;;N;;N;;N;0.00064;V;;N;;N;;N;;N;;N;0.008;V;;N;;N;;N;;N;;N;;N;;N;;N;;N
14;68;1;19;14068001_19_M;2014;12;;N;;N;;N;0.0013;V;;N;;N;;N;;N;;N;0.0015;V;;N;;N;;N;;N;;N;0.0016;V;;N;;N;;N;;N;;N;0.0033;V;;N;;N;;N;;N;;N;0.0011;V;;N;;N;;N
41;91;9;19;41091009_19_M;2014;10;;N;;N;;N;;N;0.0065;V;;N;;N;;N;;N;;N;0.002;V;;N;;N;;N;;N;;N;0.0051;V;;N;;N;;N;;N;;N;0.0045;V;;N;;N;;N;;N;;N;0.0063;V;;N;;N
41;91;9;19;41091009_19_M;2014;11;;N;;N;;N;0.0026;V;0.0062;V;;N;;N;;N;;N;0.0047;V;;N;;N;;N;;N;;N;0.002;V;;N;;N;;N;;N;;N;0.0093;V;;N;;N;;N;;N;;N;0.001;V;;N;;N;;N
41;91;9;19;41091009_19_M;2014;12;;N;;N;;N;0.0085;V;;N;;N;;N;;N;;N;0.0067;V;;N;;N;;N;;N;;N;0.0097;V;;N;;N;;N;;N;;N;0.0058;V;;N;;N;;N;;N;;N;0.0077;V;;N;;N;;N
14;68;1;19;14068001_19_M;2014;1;;N;0.0024;V;;N;;N;;N;;N;;N;0.0074;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0012;V;;N;;N;;N;;N;0.0018;V;;N;;N;;N;;N;;N
14;68;1;19;14068001_19_M;2014;2;0.0013;V;;N;;N;;N;;N;;N;0.00078;V;;N;;N;;N;;N;;N;0.001;V;;N;;N;;N;;N;;N;0.0013;V;;N;;N;;N;;N;;N;0.0011;V;;N;;N;;N;;N;;N;;N
14;68;1;19;14068001_19_M;2014;3;;N;;N;0.001;V;;N;;N;;N;;N;;N;0.0026;V;;N;;N;;N;;N;;N;0.0038;V;;N;;N;;N;;N;;N;0.0047;V;;N;;N;;N;;N;;N;0.0017;V;;N;;N;;N;;N
14;68;1;19;14068001_19_M;2014;4;;N;0.002;V;;N;;N;;N;;N;;N;0.0013;V;;N;;N;;N;;N;;N;0.003;V;;N;;N;;N;;N;;N;0.0017;V;;N;;N;;N;;N;;N;0.0013;V;;N;;N;;N;;N;;N
14;68;1;19;14068001_19_M;2014;5;;N;0.0021;V;;N;;N;;N;;N;;N;0.0041;V;;N;;N;;N;;N;;N;0.0043;V;;N;;N;;N;;N;;N;0.0034;V;;N;;N;;N;;N;;N;0.0023;V;;N;;N;;N;;N;;N
14;68;1;19;14068001_19_M;2014;7;0.002;V;;N;;N;;N;;N;;N;0.0011;V;;N;;N;;N;;N;;N;0.0025;V;;N;;N;;N;;N;;N;0.0018;V;;N;;N;;N;;N;;N;0.0025;V;;N;;N;;N;;N;;N;0.0059;V
41;91;9;19;41091009_19_M;2014;1;;N;0.0023;V;;N;;N;;N;;N;;N;0.0061;V;;N;;N;;N;;N;;N;0.0038;V;;N;;N;;N;;N;;N;0.0022;V;;N;;N;;N;;N;;N;0.0077;V;;N;;N;;N;;N;;N
41;91;9;19;41091009_19_M;2014;2;0.0043;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0038;V;;N;;N;;N;;N;;N;0.0043;V;;N;;N;;N;;N;;N;0.0021;V;;N;;N;;N;;N;;N;;N
41;91;9;19;41091009_19_M;2014;4;;N;;N;;N;;N;;N;;N;;N;0.0023;V;;N;;N;;N;;N;;N;0.0043;V;;N;;N;;N;;N;;N;0.0058;V;;N;;N;;N;;N;;N;0.0031;V;;N;;N;;N;;N;;N
41;91;9;19;41091009_19_M;2014;5;;N;0.0031;V;;N;;N;;N;;N;;N;0.004;V;;N;;N;;N;;N;;N;0.0094;V;;N;;N;;N;;N;;N;0.0088;V;;N;;N;;N;;N;;N;0.0026;V;;N;;N;;N;;N;;N
41;91;9;19;41091009_19_M;2014;6;0.0033;V;;N;;N;;N;;N;;N;0.0031;V;;N;;N;;N;;N;;N;0.0019;V;;N;;N;;N;;N;;N;0.013;V;;N;;N;;N;;N;;N;0.0033;V;;N;;N;;N;;N;;N;;N
41;91;9;19;41091009_19_M;2014;7;0.0047;V;;N;;N;;N;;N;;N;0.0025;V;;N;;N;;N;;N;;N;0.0022;V;;N;;N;;N;;N;;N;0.0023;V;;N;;N;;N;;N;;N;0.0013;V;;N;;N;;N;;N;;N;0.0046;V
41;91;9;19;41091009_19_M;2014;8;;N;;N;;N;;N;;N;0.0029;V;;N;;N;;N;;N;;N;0.014;V;;N;;N;;N;;N;;N;0.0047;V;;N;;N;;N;;N;;N;0.0033;V;;N;;N;;N;;N;;N;0.014;V;;N
11;31;1;19;11031001_19_M;2014;1;;N;0.018;V;;N;;N;;N;;N;;N;0.01;V;;N;;N;;N;;N;;N;0.0012;V;;N;;N;;N;;N;;N;0.0052;V;;N;;N;;N;;N;;N;0.0082;V;;N;;N;;N;;N;;N
