PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
6;83;1;28;06083001_28_M;2014;11;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;0.0;N
6;83;1;28;06083001_28_M;2014;12;;N;;N;;N;0.13;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N
10;37;1;28;10037001_28_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.24;V;;N;;N;;N;;N;0.15;V;;N;;N;;N;;N;0.17;V;;N;;N;;N;;N;;N;0.17;V;;N;;N;;N;;N
10;37;1;28;10037001_28_M;2014;2;0.18;V;;N;;N;;N;;N;;N;;N;0.16;V;;N;;N;;N;;N;0.11;V;;N;;N;;N;;N;;N;0.19;V;;N;;N;;N;;N;0.18;V;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
10;37;1;28;10037001_28_M;2014;3;0.24;V;;N;;N;;N;;N;;N;;N;;N;0.26;V;;N;;N;;N;;N;0.35;V;;N;;N;;N;;N;;N;;N;0.31;V;;N;;N;;N;;N;0.25;V;;N;;N;;N;;N;0.24;V
10;37;1;28;10037001_28_M;2014;4;;N;;N;0.24;V;;N;;N;;N;;N;;N;0.26;V;;N;;N;;N;;N;0.25;V;;N;;N;;N;;N;0.19;V;;N;;N;;N;;N;;N;0.2;V;;N;;N;;N;;N;0.2;V;0.0;N
10;37;1;28;10037001_28_M;2014;5;;N;;N;;N;;N;0.1;V;;N;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.1;V;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;;N;0.12;V;;N;;N;;N;;N
10;37;1;28;10037001_28_M;2014;6;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;0.0;N
10;37;1;28;10037001_28_M;2014;7;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N
10;37;1;28;10037001_28_M;2014;8;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V
10;37;1;28;10037001_28_M;2014;9;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.12;V;;N;;N;;N;;N;0.0;N
10;37;1;28;10037001_28_M;2014;10;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N
10;37;1;28;10037001_28_M;2014;11;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;0.0;N
10;37;1;28;10037001_28_M;2014;12;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;0.05;V;;N
6;15;1;28;06015001_28_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.19;V;;N;;N;;N;;N;;N;;N
6;15;1;28;06015001_28_M;2014;2;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.24;V;;N;;N;;N;;N;;N;0.2;V;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
6;15;1;28;06015001_28_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.42;V;;N;;N;;N;;N;;N;0.26;V;;N;;N;;N;;N;0.19;V;;N;;N;;N;;N;0.2;V;;N;;N;;N
6;15;1;28;06015001_28_M;2014;4;;N;;N;;N;0.29;V;;N;;N;;N;;N;0.3;V;;N;;N;;N;;N;0.31;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.25;V;;N;;N;;N;;N;0.27;V;;N;0.0;N
6;15;1;28;06015001_28_M;2014;5;;N;;N;;N;0.18;V;;N;;N;;N;;N;;N;0.16;V;;N;;N;;N;;N;0.12;V;;N;;N;;N;;N;0.08;V;;N;;N;;N;;N;;N;;N;0.08;V;;N;;N;;N;;N
6;15;1;28;06015001_28_M;2014;6;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;0.0;N
6;15;1;28;06015001_28_M;2014;7;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.17;V;;N
6;15;1;28;06015001_28_M;2014;8;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V
6;15;1;28;06015001_28_M;2014;9;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.0;N
6;15;1;28;06015001_28_M;2014;10;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N
6;15;1;28;06015001_28_M;2014;11;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;0.0;N
6;15;1;28;06015001_28_M;2014;12;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N
33;36;999;28;33036999_28_M;2014;11;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.1;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.02;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.1;V;0.0;N;0.0;N;0.36;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.04;V;0.0;N
19;61;999;28;19061999_28_M;2014;11;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.01;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.01;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.02;V;0.0;N;0.0;N;0.06;V;0.0;N;0.0;N;0.0;N;0.01;V;0.0;N;0.0;N;0.0;N;0.0;
48;902;9;28;48902009_28_M;2014;7;;N;1.1394;V;1.1335;V;0.6203;V;;N;0.8218;V;0.579;V;0.746;V;;N;0.5537;V;0.5627;V;0.2;V;;N;0.2;V;;N;0.9716;V;;N;0.769;V;0.2;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;28;48902009_28_M;2014;8;;N;;N;;N;;N;;N;;N;1.4601;V;0.9217;V;0.2;V;;N;0.2;V;0.5819;V;0.2;V;;N;0.2;V;0.2;V;0.4452;V;;N;0.8321;V;;N;1.4034;V;;N;0.2;V;1.734;V;2.4515;V;;N;0.2;V;0.4461;V;0.5291;V;0.2;V;;N
48;902;9;28;48902009_28_M;2014;9;0.5016;V;1.207;V;;N;;N;1.0588;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;2.3128;V;;N;;N;;N;;N;;N;;N;;N
48;902;9;28;48902009_28_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;28;48902009_28_M;2014;11;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;28;48902009_28_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;28;48902009_28_M;2014;6;;N;;N;;N;0.9155;V;1.4147;V;;N;1.7076;V;0.6723;V;0.7216;V;;N;0.7583;V;1.0815;V;;N;;N;0.2;V;0.2;V;0.6075;V;;N;1.3794;V;1.8506;V;0.824;V;0.5718;V;;N;0.6585;V;0.2;V;0.8242;V;;N;;N;;N;;N;;N
20;69;5;28;20069005_28_M;2014;12;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
48;902;9;28;48902009_28_M;2014;1;;N;1.2;V;0.6;V;0.7;V;;N;0.2;V;0.2;V;0.9;V;;N;1.1;V;1.2;V;0.2;V;;N;;N;0.6;V;0.2;V;;N;0.2;V;0.7;V;0.5;V;;N;0.2;V;0.7;V;0.8;V;;N;0.2;V;0.7;V;0.2;V;;N;;N;0.6;V
48;902;9;28;48902009_28_M;2014;2;0.7;V;;N;0.6;V;;N;0.6;V;;N;0.2;V;0.5;V;0.2;V;;N;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.2;V;0.5;V;0.2;V;;N;14.6;V;1.0;V;;N;;N;;N
48;902;9;28;48902009_28_M;2014;3;;N;;N;;N;;N;1.0;V;;N;1.2;V;0.4;V;1.6;V;;N;1.9;V;1.5;V;7.3;V;;N;1.5;V;1.3;V;0.2;V;;N;;N;;N;1.9;V;;N;4.5;V;1.1;V;1.1;V;;N;0.5;V;0.5;V;0.2;V;;N;0.8;V
48;902;9;28;48902009_28_M;2014;4;0.5903;V;0.6732;V;;N;;N;1.6025;V;1.5322;V;;N;0.6854;V;4.9708;V;;N;;N;0.2;V;0.8592;V;2.6682;V;;N;11.1052;V;1.5745;V;0.2;V;;N;0.2;V;0.6876;V;1.1584;V;;N;0.6763;V;;N;;N;;N;;N;;N;;N;;N
48;902;9;28;48902009_28_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
20;69;5;28;20069005_28_M;2014;5;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;28;20069005_28_M;2014;6;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5331;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
20;69;5;28;20069005_28_M;2014;7;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.434;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5189;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;28;20069005_28_M;2014;8;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5392;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;28;20069005_28_M;2014;9;0.2;V;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N
20;69;5;28;20069005_28_M;2014;10;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;28;20069005_28_M;2014;11;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
1;59;9;28;01059009_28_M;2014;10;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4982;V;0.5461;V;0.2;V;0.432;V;0.2;V;0.2;V;0.2;V;0.7;V;0.2;V
1;59;9;28;01059009_28_M;2014;11;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;1.6639;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
1;59;9;28;01059009_28_M;2014;12;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4557;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;28;20069005_28_M;2014;1;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;28;20069005_28_M;2014;2;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N
20;69;5;28;20069005_28_M;2014;3;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
20;69;5;28;20069005_28_M;2014;4;;N;;N;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
1;59;9;28;01059009_28_M;2014;3;0.2;V;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
1;59;9;28;01059009_28_M;2014;4;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4385;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4368;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
1;59;9;28;01059009_28_M;2014;5;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;1.0616;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
1;59;9;28;01059009_28_M;2014;6;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;;N
1;59;9;28;01059009_28_M;2014;7;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
1;59;9;28;01059009_28_M;2014;8;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
1;59;9;28;01059009_28_M;2014;9;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.7332;V;1.1188;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.7755;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
48;20;6;28;48020006_28_M;2014;9;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.6395;V;1.376;V;0.4418;V;0.6997;V;0.5564;V;1.5029;V;0.7974;V;0.5425;V;0.5034;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5671;V;0.4733;V;0.5314;V;0.7142;V;0.8089;V;0.5645;V;0.2;V;0.4152;V;0.421;V;0.6143;V;;N
48;20;6;28;48020006_28_M;2014;10;0.2;V;0.7027;V;0.5537;V;0.7505;V;0.2;V;0.4813;V;0.2;V;0.2;V;0.5151;V;0.6554;V;0.2;V;0.2;V;0.5201;V;0.2;V;0.2;V;0.6492;V;0.2;V;0.2;V;0.8863;V;0.7072;V;0.7761;V;0.2;V;0.8492;V;1.0425;V;0.8953;V;1.2552;V;0.9593;V;0.2;V;0.2;V;0.2;V;0.2;V
48;20;6;28;48020006_28_M;2014;11;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;0.2;V;0.2;V;0.7055;V;0.2;V;0.562;V;0.2;V;0.2;V;0.2;V;0.9017;V;0.6514;V;;N
48;20;6;28;48020006_28_M;2014;12;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4566;V;0.2;V;0.2;V;0.2;V;0.5264;V;;N;;N;;N;;N;;N;0.2;V;;N;;N;;N;;N;;N;;N;0.2;V;0.2;V;;N;;N;;N
1;59;9;28;01059009_28_M;2014;1;;N;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
1;59;9;28;01059009_28_M;2014;2;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N
48;20;6;28;48020006_28_M;2014;2;;N;;N;;N;0.2;V;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;0.825;V;0.9444;V;;N;0.6583;V;0.6061;V;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N;0.2;V;;N;;N;;N
48;20;6;28;48020006_28_M;2014;3;0.2;V;0.2;V;;N;0.2;V;0.7556;V;1.3375;V;1.4534;V;0.2;V;;N;;N;;N;;N;;N;1.1247;V;0.9958;V;1.0488;V;1.5861;V;0.56;V;0.6843;V;0.6247;V;1.2285;V;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
48;20;6;28;48020006_28_M;2014;4;;N;0.2;V;0.2;V;0.2;V;0.916;V;1.2484;V;0.6057;V;0.4167;V;3.1402;V;1.2053;V;0.2;V;0.8907;V;1.1133;V;0.7659;V;2.7244;V;1.5256;V;1.2405;V;0.691;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N;;N
48;20;6;28;48020006_28_M;2014;5;;N;;N;0.2;V;;N;;N;0.7804;V;;N;1.0404;V;;N;;N;;N;;N;0.4631;V;0.4011;V;0.2;V;1.0092;V;0.6775;V;0.8146;V;0.7403;V;0.6348;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4143;V;1.4276;V;0.7765;V;0.2;V;0.2;V
48;20;6;28;48020006_28_M;2014;6;0.2;V;0.5531;V;0.6344;V;0.2;V;2.285;V;0.4156;V;0.6872;V;0.5335;V;2.0375;V;0.4876;V;1.0068;V;1.0372;V;1.1955;V;0.7651;V;0.4368;V;0.4784;V;0.5014;V;0.2;V;0.2;V;0.2;V;1.1313;V;1.2176;V;0.7678;V;;N;;N;;N;0.2;V;;N;;N;;N;;N
48;20;6;28;48020006_28_M;2014;7;0.764;V;;N;;N;0.4136;V;;N;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.4222;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.6752;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
48;20;6;28;48020006_28_M;2014;8;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4844;V;0.7521;V;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4843;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
48;20;6;28;48020006_28_M;2014;1;;N;;N;0.2;V;0.2;V;;N;;N;;N;0.2;V;;N;1.8316;V;;N;;N;;N;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;0.2;V;1.0306;V;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.2;V
33;36;999;28;33036999_28_M;2014;12;0.0;N;0.0;N;0.0;N;0.0;N;0.03;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.05;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.1;V;0.0;N;0.0;N;0.0;N;0.08;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.05;V;0.0;N;0.0;N;0.0;N
19;61;999;28;19061999_28_M;2014;12;0.0;N;0.0;N;0.0;N;0.0;N;0.01;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.04;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.01;V;0.0;N;0.0;N;0.0;N;0.01;V;0.0;N;0.0;N;0.0;N;0.0;N;0.02;V;0.0;N;0.0;N;0.0;N;0.0;N
14;68;1;28;14068001_28_M;2014;9;;N;;N;;N;;N;0.005;V;;N;;N;;N;;N;;N;0.005;V;;N;;N;;N;;N;;N;0.005;V;;N;;N;;N;;N;;N;0.0068;V;;N;;N;;N;;N;;N;0.01;V;;N;;N
14;68;1;28;14068001_28_M;2014;11;;N;;N;;N;0.0058;V;;N;;N;;N;;N;;N;0.019;V;;N;;N;;N;;N;;N;0.005;V;;N;;N;;N;;N;;N;0.027;V;;N;;N;;N;;N;;N;;N;;N;;N;;N
14;68;1;28;14068001_28_M;2014;12;;N;;N;;N;0.094;V;;N;;N;;N;;N;;N;0.12;V;;N;;N;;N;;N;;N;0.11;V;;N;;N;;N;;N;;N;0.1;V;;N;;N;;N;;N;;N;0.093;V;;N;;N;;N
41;91;9;28;41091009_28_M;2014;11;;N;;N;;N;0.005;V;0.098;V;;N;;N;;N;;N;0.071;V;;N;;N;;N;;N;;N;0.005;V;;N;;N;;N;;N;;N;0.081;V;;N;;N;;N;;N;;N;0.005;V;;N;;N;;N
41;91;9;28;41091009_28_M;2014;12;;N;;N;;N;0.35;V;;N;;N;;N;;N;;N;2.2;V;;N;;N;;N;;N;;N;0.24;V;;N;;N;;N;;N;;N;0.31;V;;N;;N;;N;;N;;N;0.19;V;;N;;N;;N
